Perturbation	Cell Count	Rank	geneName
sciPlex3_K562_1μM	256	5	GSK-J1
sciPlex3_K562_0.01μM	251	6	GSK-J1
sciPlex3_A549_10μM	247	7	GSK-J1
sciPlex3_K562_0.1μM	244	8	GSK-J1
sciPlex3_A549_0.1μM	225	9	GSK-J1
sciPlex3_K562_10μM	216	10	GSK-J1
sciPlex3_A549_0.01μM	186	11	GSK-J1
sciPlex3_A549_1μM	128	12	GSK-J1
Perturb-CITE-seq	120	1	ILF2
K562_GW	74	2	ILF2
K562_essential	55	3	ILF2
RPE1_essential	51	4	ILF2
CRISPRi_perturb_host	454	1	KXD1
K562_GW	185	2	KXD1
K562_essential	101	3	KXD1
RPE1_essential	65	4	KXD1
210322_TFAtlas	123	1	ZNF26
K562_GW	51	2	ZNF26
210322_TFAtlas	136	1	TBX5
extend_61	130	2	TBX5
pilot_14	1101	1	ASCL3
201218_RNA	703	2	ASCL3
210322_TFAtlas	386	3	ASCL3
extend_61	158	4	ASCL3
K562_essential	487	1	MED19
THP-1	394	2	MED19
K562_GW	245	3	MED19
RPE1_essential	189	4	MED19
K562_GW	207	1	TBX19
210322_TFAtlas	60	2	TBX19
pilot_14	954	1	NEUROG3
201218_RNA	401	2	NEUROG3
extend_61	107	3	NEUROG3
210322_TFAtlas	42	4	NEUROG3
K562_essential	221	1	GPN3
ORF_screen	125	2	GPN3
K562_GW	99	3	GPN3
RPE1_essential	35	4	GPN3
PRJNA551220	1806	1	IKZF3
210322_TFAtlas	1595	2	IKZF3
PRJNA787633	384	3	IKZF3
K562_GW	75	4	IKZF3
201218_RNA	41	5	IKZF3
K562_essential	168	1	RPL10A
exp7	143	2	RPL10A
K562_GW	90	3	RPL10A
RPE1_essential	83	4	RPL10A
210322_TFAtlas	195	1	GSC
PRJNA524331	183	2	GSC
201218_RNA	979	1	FERD3L
210322_TFAtlas	508	2	FERD3L
sciPlex3_MCF7_0.01μM	376	1	Bosutinib
sciPlex3_MCF7_1μM	229	2	Bosutinib
sciPlex3_A549_0.1μM	225	3	Bosutinib
sciPlex3_MCF7_0.1μM	213	4	Bosutinib
sciPlex3_MCF7_10μM	201	5	Bosutinib
sciPlex3_A549_10μM	180	6	Bosutinib
sciPlex3_A549_0.01μM	171	7	Bosutinib
sciPlex3_K562_0.01μM	151	8	Bosutinib
sciPlex3_K562_0.1μM	119	9	Bosutinib
sciPlex3_A549_1μM	99	10	Bosutinib
sciPlex3_K562_1μM	77	11	Bosutinib
sciPlex3_K562_10μM	44	12	Bosutinib
210322_TFAtlas	188	1	RXRA
K562_GW	92	2	RXRA
210322_TFAtlas	303	1	DMAP1
K562_GW	88	2	DMAP1
K562_essential	71	3	DMAP1
RPE1_essential	43	4	DMAP1
exp7	243	1	PSMB5
K562_GW	205	2	PSMB5
RPE1_essential	129	3	PSMB5
K562_essential	111	4	PSMB5
210322_TFAtlas	96	1	GTF2B
K562_essential	30	2	GTF2B
sciPlex3_MCF7_0.01μM	317	1	GSK-LSD1-2HCl
sciPlex3_MCF7_10μM	293	2	GSK-LSD1-2HCl
sciPlex3_MCF7_1μM	275	3	GSK-LSD1-2HCl
sciPlex3_MCF7_0.1μM	248	4	GSK-LSD1-2HCl
sciPlex3_A549_1μM	235	5	GSK-LSD1-2HCl
sciPlex3_K562_10μM	232	6	GSK-LSD1-2HCl
sciPlex3_A549_0.01μM	212	7	GSK-LSD1-2HCl
sciPlex3_A549_10μM	199	8	GSK-LSD1-2HCl
sciPlex3_K562_0.01μM	166	9	GSK-LSD1-2HCl
sciPlex3_K562_1μM	147	10	GSK-LSD1-2HCl
sciPlex3_A549_0.1μM	144	11	GSK-LSD1-2HCl
sciPlex3_K562_0.1μM	135	12	GSK-LSD1-2HCl
210322_TFAtlas	218	1	ZNF8
K562_GW	138	2	ZNF8
TAD2_SE2	118	1	chr6_37176031_37176049_-
15SE_71HS	99	2	chr6_37176031_37176049_-
exp8	1043	1	ASCL1
pilot_14	531	2	ASCL1
screen-matrices	258	3	ASCL1
screen-repool-matrices	238	4	ASCL1
210322_TFAtlas	115	5	ASCL1
extend_61	108	6	ASCL1
K562_GW	198	1	TERF1
210322_TFAtlas	133	2	TERF1
K562_essential	83	3	TERF1
RPE1_essential	36	4	TERF1
TAD2_SE2	380	1	chr6_37145575_37145593_+
15SE_71HS	54	2	chr6_37145575_37145593_+
extend_61	146	1	HAND2
210322_TFAtlas	40	2	HAND2
D2N	239	1	CD3D
D1N	203	2	CD3D
D1S	183	3	CD3D
D2S	139	4	CD3D
210322_TFAtlas	1476	1	PFDN5
K562_GW	241	2	PFDN5
K562_essential	77	3	PFDN5
RPE1_essential	48	4	PFDN5
sciPlex3_MCF7_0.01μM	527	1	A-366
sciPlex3_MCF7_1μM	420	2	A-366
sciPlex3_K562_0.01μM	295	3	A-366
sciPlex3_A549_10μM	281	4	A-366
sciPlex3_K562_1μM	269	5	A-366
sciPlex3_A549_0.01μM	266	6	A-366
sciPlex3_K562_10μM	260	7	A-366
sciPlex3_MCF7_10μM	252	8	A-366
sciPlex3_K562_0.1μM	233	9	A-366
sciPlex3_MCF7_0.1μM	210	10	A-366
sciPlex3_A549_0.1μM	189	11	A-366
sciPlex3_A549_1μM	129	12	A-366
210322_TFAtlas	526	1	CUX1
K562_GW	277	2	CUX1
K562_GW	321	1	PURA
210322_TFAtlas	99	2	PURA
D1S	441	1	PDCD1
D2S	410	2	PDCD1
D1N	348	3	PDCD1
D2N	275	4	PDCD1
UPR_Perturb_seq	250	1	GBF1
K562_essential	99	2	GBF1
RPE1_essential	94	3	GBF1
K562_GW	61	4	GBF1
sciPlex3_MCF7_10μM	477	1	Pracinostat
sciPlex3_A549_1μM	444	2	Pracinostat
sciPlex3_A549_0.01μM	382	3	Pracinostat
sciPlex3_A549_0.1μM	370	4	Pracinostat
sciPlex3_MCF7_0.01μM	320	5	Pracinostat
sciPlex3_MCF7_1μM	317	6	Pracinostat
sciPlex3_MCF7_0.1μM	316	7	Pracinostat
sciPlex3_K562_0.01μM	256	8	Pracinostat
sciPlex3_K562_0.1μM	156	9	Pracinostat
sciPlex3_A549_10μM	140	10	Pracinostat
sciPlex3_K562_1μM	108	11	Pracinostat
sciPlex3_K562_10μM	86	12	Pracinostat
210322_TFAtlas	1246	1	SIRT6
K562_GW	126	2	SIRT6
exp7	581	1	SOD1
invitro_TGFB	255	2	SOD1
invitro_Stim	219	3	SOD1
K562_GW	206	4	SOD1
K562_essential	165	5	SOD1
CRISPRi	136	6	SOD1
invivo	49	7	SOD1
K562_GW	159	1	PPA1
RPE1_essential	90	2	PPA1
Perturb-CITE-seq	85	3	PPA1
K562_essential	79	4	PPA1
exp8	977	1	NEUROD1
pilot_14	162	2	NEUROD1
201218_RNA	86	3	NEUROD1
extend_61	50	4	NEUROD1
sciPlex3_A549_0.01μM	364	1	MLN8054
sciPlex3_A549_0.1μM	258	2	MLN8054
sciPlex3_MCF7_1μM	238	3	MLN8054
sciPlex3_A549_10μM	237	4	MLN8054
sciPlex3_K562_10μM	205	5	MLN8054
sciPlex3_MCF7_10μM	203	6	MLN8054
sciPlex3_MCF7_0.1μM	198	7	MLN8054
sciPlex3_A549_1μM	197	8	MLN8054
sciPlex3_K562_1μM	188	9	MLN8054
sciPlex3_MCF7_0.01μM	185	10	MLN8054
sciPlex3_K562_0.01μM	179	11	MLN8054
sciPlex3_K562_0.1μM	117	12	MLN8054
K562_GW	457	1	COASY
K562_essential	247	2	COASY
CRISPRi	164	3	COASY
RPE1_essential	33	4	COASY
PRJNA787633	724	1	LCP2
D2N	263	2	LCP2
D1N	247	3	LCP2
D1S	162	4	LCP2
K562_GW	126	5	LCP2
D2S	118	6	LCP2
K562_GW	161	1	ZFP91
210322_TFAtlas	45	2	ZFP91
K562_essential	84	1	SNRPF
K562_GW	66	2	SNRPF
RPE1_essential	38	3	SNRPF
Perturb-CITE-seq	37	4	SNRPF
k562_tfs_highmoi	1515	1	YY1
k562_tfs_13	799	2	YY1
k562_tfs_7	635	3	YY1
PRJNA524331	212	4	YY1
210322_TFAtlas	168	5	YY1
RPE1_essential	81	6	YY1
K562_GW	79	7	YY1
K562_essential	43	8	YY1
sciPlex3_MCF7_0.1μM	510	1	Maraviroc
sciPlex3_MCF7_10μM	498	2	Maraviroc
sciPlex3_K562_1μM	285	3	Maraviroc
sciPlex3_A549_10μM	273	4	Maraviroc
sciPlex3_A549_0.01μM	258	5	Maraviroc
sciPlex3_K562_0.1μM	253	6	Maraviroc
sciPlex3_MCF7_0.01μM	233	7	Maraviroc
sciPlex3_K562_10μM	216	8	Maraviroc
sciPlex3_K562_0.01μM	213	9	Maraviroc
sciPlex3_MCF7_1μM	208	10	Maraviroc
sciPlex3_A549_1μM	206	11	Maraviroc
sciPlex3_A549_0.1μM	102	12	Maraviroc
sciPlex3_MCF7_0.1μM	522	1	Ivosidenib
sciPlex3_MCF7_1μM	464	2	Ivosidenib
sciPlex3_MCF7_10μM	356	3	Ivosidenib
sciPlex3_K562_1μM	268	4	Ivosidenib
sciPlex3_K562_0.1μM	258	5	Ivosidenib
sciPlex3_A549_0.1μM	251	6	Ivosidenib
sciPlex3_A549_0.01μM	249	7	Ivosidenib
sciPlex3_K562_10μM	229	8	Ivosidenib
sciPlex3_MCF7_0.01μM	224	9	Ivosidenib
sciPlex3_K562_0.01μM	223	10	Ivosidenib
sciPlex3_A549_10μM	141	11	Ivosidenib
sciPlex3_A549_1μM	128	12	Ivosidenib
PRJNA524331	1069	1	FOXH1
210322_TFAtlas	620	2	FOXH1
ND	1318	1	TCF4
210322_TFAtlas	1018	2	TCF4
neural-matrices	823	3	TCF4
K562_GW	159	4	TCF4
201218_RNA	92	5	TCF4
sciPlex3_MCF7_1μM	328	1	Linifanib
sciPlex3_K562_0.1μM	271	2	Linifanib
sciPlex3_K562_1μM	269	3	Linifanib
sciPlex3_K562_10μM	268	4	Linifanib
sciPlex3_K562_0.01μM	257	5	Linifanib
sciPlex3_A549_1μM	241	6	Linifanib
sciPlex3_MCF7_0.01μM	232	7	Linifanib
sciPlex3_MCF7_10μM	223	8	Linifanib
sciPlex3_A549_0.01μM	221	9	Linifanib
sciPlex3_MCF7_0.1μM	214	10	Linifanib
sciPlex3_A549_0.1μM	199	11	Linifanib
sciPlex3_A549_10μM	138	12	Linifanib
210322_TFAtlas	146	1	TAF4B
K562_GW	132	2	TAF4B
210322_TFAtlas	153	1	AP2B1
K562_GW	86	2	AP2B1
210322_TFAtlas	237	1	SETDB1
K562_GW	173	2	SETDB1
RPE1_essential	116	3	SETDB1
K562_essential	71	4	SETDB1
K562_GW	264	1	ZNF639
210322_TFAtlas	155	2	ZNF639
sciPlex3_MCF7_0.1μM	504	1	Altretamine
sciPlex3_MCF7_0.01μM	470	2	Altretamine
sciPlex3_MCF7_1μM	430	3	Altretamine
sciPlex3_MCF7_10μM	379	4	Altretamine
sciPlex3_A549_1μM	298	5	Altretamine
sciPlex3_K562_0.01μM	279	6	Altretamine
sciPlex3_K562_0.1μM	278	7	Altretamine
sciPlex3_K562_1μM	268	8	Altretamine
sciPlex3_K562_10μM	238	9	Altretamine
sciPlex3_A549_0.1μM	218	10	Altretamine
sciPlex3_A549_0.01μM	184	11	Altretamine
sciPlex3_A549_10μM	112	12	Altretamine
210322_TFAtlas	1051	1	ZNF394
K562_GW	152	2	ZNF394
210322_TFAtlas	423	1	THRA
K562_GW	295	2	THRA
K562_GW	122	1	ZNF684
210322_TFAtlas	53	2	ZNF684
K562_GW	336	1	ZNF746
210322_TFAtlas	37	2	ZNF746
K562_essential	117	1	E4F1
K562_GW	104	2	E4F1
210322_TFAtlas	76	3	E4F1
201218_RNA	64	4	E4F1
RPE1_essential	31	5	E4F1
210322_TFAtlas	338	1	ZNF692
K562_GW	112	2	ZNF692
CRISPRa	350	1	NOP56
K562_GW	191	2	NOP56
K562_essential	99	3	NOP56
RPE1_essential	56	4	NOP56
210322_TFAtlas	1482	1	TSC22D3
Perturb-CITE-seq	716	2	TSC22D3
PRJNA595864	240	1	POGZ
sample1-18	131	2	POGZ
RPE1_essential	127	3	POGZ
K562_GW	58	4	POGZ
K562_essential	38	5	POGZ
K562_GW	197	1	ATP6AP2
CRISPRi	190	2	ATP6AP2
RPE1_essential	189	3	ATP6AP2
K562_essential	175	4	ATP6AP2
sciPlex3_MCF7_0.1μM	282	1	Temsirolimus
sciPlex3_MCF7_0.01μM	264	2	Temsirolimus
sciPlex3_MCF7_1μM	234	3	Temsirolimus
sciPlex3_K562_1μM	226	4	Temsirolimus
sciPlex3_MCF7_10μM	221	5	Temsirolimus
sciPlex3_K562_0.1μM	216	6	Temsirolimus
sciPlex3_K562_10μM	158	7	Temsirolimus
sciPlex3_A549_10μM	121	8	Temsirolimus
sciPlex3_A549_0.01μM	115	9	Temsirolimus
sciPlex3_A549_0.1μM	99	10	Temsirolimus
sciPlex3_A549_1μM	76	11	Temsirolimus
sciPlex3_K562_0.01μM	51	12	Temsirolimus
K562_GW	277	1	ZNF358
210322_TFAtlas	81	2	ZNF358
210322_TFAtlas	1497	1	HOXA1
extend_61	58	2	HOXA1
210322_TFAtlas	863	1	ZNF254
K562_GW	250	2	ZNF254
K562_GW	116	1	NELFE
RPE1_essential	94	2	NELFE
K562_essential	68	3	NELFE
210322_TFAtlas	53	4	NELFE
K562_GW	259	1	TFDP1
RPE1_essential	170	2	TFDP1
210322_TFAtlas	161	3	TFDP1
K562_essential	154	4	TFDP1
sciPlex3_MCF7_0.01μM	535	1	ENMD-2076-L-+-Tartaric-acid
sciPlex3_MCF7_0.1μM	311	2	ENMD-2076-L-+-Tartaric-acid
sciPlex3_A549_0.1μM	266	3	ENMD-2076-L-+-Tartaric-acid
sciPlex3_MCF7_1μM	236	4	ENMD-2076-L-+-Tartaric-acid
sciPlex3_K562_0.1μM	232	5	ENMD-2076-L-+-Tartaric-acid
sciPlex3_K562_0.01μM	221	6	ENMD-2076-L-+-Tartaric-acid
sciPlex3_A549_0.01μM	205	7	ENMD-2076-L-+-Tartaric-acid
sciPlex3_K562_1μM	169	8	ENMD-2076-L-+-Tartaric-acid
sciPlex3_MCF7_10μM	168	9	ENMD-2076-L-+-Tartaric-acid
sciPlex3_K562_10μM	118	10	ENMD-2076-L-+-Tartaric-acid
sciPlex3_A549_10μM	86	11	ENMD-2076-L-+-Tartaric-acid
sciPlex3_A549_1μM	73	12	ENMD-2076-L-+-Tartaric-acid
K562_GW	126	1	FARSA
K562_essential	124	2	FARSA
RPE1_essential	56	3	FARSA
Perturb-CITE-seq	42	4	FARSA
sciPlex3_MCF7_0.01μM	340	1	AZD1480
sciPlex3_MCF7_0.1μM	303	2	AZD1480
sciPlex3_K562_0.01μM	272	3	AZD1480
sciPlex3_K562_0.1μM	238	4	AZD1480
sciPlex3_A549_0.01μM	221	5	AZD1480
sciPlex3_A549_0.1μM	214	6	AZD1480
sciPlex3_MCF7_1μM	209	7	AZD1480
sciPlex3_K562_1μM	209	8	AZD1480
sciPlex3_MCF7_10μM	182	9	AZD1480
sciPlex3_A549_1μM	168	10	AZD1480
sciPlex3_A549_10μM	127	11	AZD1480
sciPlex3_K562_10μM	113	12	AZD1480
sciPlex3_MCF7_0.01μM	536	1	Filgotinib
sciPlex3_MCF7_0.1μM	508	2	Filgotinib
sciPlex3_MCF7_1μM	466	3	Filgotinib
sciPlex3_MCF7_10μM	297	4	Filgotinib
sciPlex3_K562_0.01μM	288	5	Filgotinib
sciPlex3_A549_0.1μM	274	6	Filgotinib
sciPlex3_A549_0.01μM	272	7	Filgotinib
sciPlex3_K562_10μM	246	8	Filgotinib
sciPlex3_K562_1μM	238	9	Filgotinib
sciPlex3_K562_0.1μM	223	10	Filgotinib
sciPlex3_A549_1μM	202	11	Filgotinib
sciPlex3_A549_10μM	139	12	Filgotinib
210322_TFAtlas	1990	1	ZNF593
K562_GW	276	2	ZNF593
sciPlex3_MCF7_1μM	641	1	Divalproex-Sodium
sciPlex3_MCF7_10μM	584	2	Divalproex-Sodium
sciPlex3_A549_0.1μM	530	3	Divalproex-Sodium
sciPlex3_MCF7_0.01μM	529	4	Divalproex-Sodium
sciPlex3_MCF7_0.1μM	500	5	Divalproex-Sodium
sciPlex3_A549_10μM	450	6	Divalproex-Sodium
sciPlex3_A549_1μM	379	7	Divalproex-Sodium
sciPlex3_A549_0.01μM	325	8	Divalproex-Sodium
sciPlex3_K562_1μM	289	9	Divalproex-Sodium
sciPlex3_K562_0.01μM	253	10	Divalproex-Sodium
sciPlex3_K562_10μM	240	11	Divalproex-Sodium
sciPlex3_K562_0.1μM	234	12	Divalproex-Sodium
CRISPRi	200	1	VPS54
K562_GW	194	2	VPS54
K562_essential	188	3	VPS54
RPE1_essential	116	4	VPS54
210322_TFAtlas	287	1	ENO1
RPE1_essential	111	2	ENO1
K562_GW	80	3	ENO1
K562_essential	70	4	ENO1
210322_TFAtlas	236	1	TADA2B
RPE1_essential	82	2	TADA2B
K562_GW	230	1	RAD21
K562_essential	107	2	RAD21
RPE1_essential	40	3	RAD21
210322_TFAtlas	23	4	RAD21
K562_GW	179	1	CEBPD
210322_TFAtlas	116	2	CEBPD
K562_GW	189	1	ZNF92
210322_TFAtlas	60	2	ZNF92
sciPlex3_MCF7_0.01μM	456	1	PHA-680632
sciPlex3_A549_0.01μM	416	2	PHA-680632
sciPlex3_A549_0.1μM	334	3	PHA-680632
sciPlex3_A549_10μM	291	4	PHA-680632
sciPlex3_A549_1μM	271	5	PHA-680632
sciPlex3_K562_0.01μM	249	6	PHA-680632
sciPlex3_K562_0.1μM	227	7	PHA-680632
sciPlex3_MCF7_1μM	205	8	PHA-680632
sciPlex3_MCF7_0.1μM	199	9	PHA-680632
sciPlex3_MCF7_10μM	150	10	PHA-680632
sciPlex3_K562_1μM	115	11	PHA-680632
sciPlex3_K562_10μM	93	12	PHA-680632
210322_TFAtlas	347	1	E2F2
K562_GW	214	2	E2F2
stimulated	527	1	EGR4
unstimulated	266	2	EGR4
210322_TFAtlas	234	3	EGR4
Jurkat_TCR	132	4	EGR4
K562_essential	116	1	SAE1
K562_GW	97	2	SAE1
RPE1_essential	93	3	SAE1
Perturb-CITE-seq	84	4	SAE1
UPR_Perturb_seq	316	1	DAD1
exp1-5	165	2	DAD1
K562_GW	120	3	DAD1
K562_essential	45	4	DAD1
RPE1_essential	38	5	DAD1
K562_GW	139	1	ZNF33A
210322_TFAtlas	34	2	ZNF33A
K562_GW	110	1	ZNF562
210322_TFAtlas	90	2	ZNF562
sciPlex3_MCF7_10μM	518	1	Andarine
sciPlex3_MCF7_0.01μM	478	2	Andarine
sciPlex3_MCF7_1μM	369	3	Andarine
sciPlex3_A549_10μM	281	4	Andarine
sciPlex3_K562_10μM	265	5	Andarine
sciPlex3_K562_0.1μM	262	6	Andarine
sciPlex3_K562_0.01μM	251	7	Andarine
sciPlex3_A549_0.01μM	251	8	Andarine
sciPlex3_K562_1μM	246	9	Andarine
sciPlex3_MCF7_0.1μM	217	10	Andarine
sciPlex3_A549_1μM	132	11	Andarine
sciPlex3_A549_0.1μM	66	12	Andarine
sciPlex3_MCF7_10μM	509	1	Meprednisone
sciPlex3_MCF7_0.1μM	455	2	Meprednisone
sciPlex3_MCF7_0.01μM	450	3	Meprednisone
sciPlex3_MCF7_1μM	337	4	Meprednisone
sciPlex3_K562_10μM	314	5	Meprednisone
sciPlex3_K562_0.1μM	281	6	Meprednisone
sciPlex3_K562_1μM	272	7	Meprednisone
sciPlex3_K562_0.01μM	242	8	Meprednisone
sciPlex3_A549_0.01μM	153	9	Meprednisone
sciPlex3_A549_10μM	149	10	Meprednisone
sciPlex3_A549_1μM	136	11	Meprednisone
sciPlex3_A549_0.1μM	110	12	Meprednisone
210322_TFAtlas	2015	1	ZNF544
K562_GW	189	2	ZNF544
201218_RNA	303	1	SOX13
210322_TFAtlas	83	2	SOX13
CRISPRi	183	1	MRPL10
K562_GW	118	2	MRPL10
RPE1_essential	118	3	MRPL10
K562_essential	59	4	MRPL10
K562_GW	163	1	ZSCAN12
210322_TFAtlas	31	2	ZSCAN12
K562_GW	178	1	CASP8
Dox	151	2	CASP8
Mock	150	3	CASP8
Pre_inject	46	4	CASP8
K562_GW	375	1	BCL2L1
CRISPRi_perturb_host	324	2	BCL2L1
RPE1_essential	285	3	BCL2L1
CRISPRa	230	4	BCL2L1
K562_essential	173	5	BCL2L1
210322_TFAtlas	164	1	TULP3
screen-repool-matrices	74	2	TULP3
210322_TFAtlas	816	1	DLX4
K562_GW	98	2	DLX4
UPR_Perturb_seq	231	1	DERL2
K562_essential	83	2	DERL2
RPE1_essential	83	3	DERL2
K562_GW	60	4	DERL2
screen-matrices	287	1	FOXA2
PRJNA524331	253	2	FOXA2
pilot_14	91	3	FOXA2
210322_TFAtlas	85	4	FOXA2
extend_61	44	5	FOXA2
sciPlex3_MCF7_0.1μM	520	1	Thalidomide
sciPlex3_MCF7_0.01μM	481	2	Thalidomide
sciPlex3_MCF7_10μM	472	3	Thalidomide
sciPlex3_A549_0.01μM	289	4	Thalidomide
sciPlex3_K562_10μM	249	5	Thalidomide
sciPlex3_K562_1μM	246	6	Thalidomide
sciPlex3_K562_0.1μM	243	7	Thalidomide
sciPlex3_K562_0.01μM	242	8	Thalidomide
sciPlex3_A549_0.1μM	226	9	Thalidomide
sciPlex3_MCF7_1μM	184	10	Thalidomide
sciPlex3_A549_1μM	164	11	Thalidomide
sciPlex3_A549_10μM	140	12	Thalidomide
exp7	396	1	TXN
K562_GW	97	2	TXN
K562_essential	94	3	TXN
RPE1_essential	82	4	TXN
sciPlex3_MCF7_0.01μM	290	1	UNC0379
sciPlex3_MCF7_0.1μM	283	2	UNC0379
sciPlex3_MCF7_1μM	272	3	UNC0379
sciPlex3_K562_0.1μM	265	4	UNC0379
sciPlex3_K562_0.01μM	259	5	UNC0379
sciPlex3_MCF7_10μM	258	6	UNC0379
sciPlex3_K562_1μM	251	7	UNC0379
sciPlex3_A549_0.1μM	218	8	UNC0379
sciPlex3_K562_10μM	157	9	UNC0379
sciPlex3_A549_1μM	154	10	UNC0379
sciPlex3_A549_0.01μM	140	11	UNC0379
sciPlex3_A549_10μM	116	12	UNC0379
exp6	293	1	NHEJ1
K562_GW	109	2	NHEJ1
exp10	32	3	NHEJ1
exp9	30	4	NHEJ1
K562_GW	310	1	CCNT2
201218_RNA	35	2	CCNT2
sciPlex3_MCF7_1μM	350	1	TG101209
sciPlex3_MCF7_0.01μM	331	2	TG101209
sciPlex3_MCF7_0.1μM	312	3	TG101209
sciPlex3_A549_0.1μM	300	4	TG101209
sciPlex3_K562_0.1μM	262	5	TG101209
sciPlex3_K562_0.01μM	252	6	TG101209
sciPlex3_A549_0.01μM	212	7	TG101209
sciPlex3_K562_1μM	197	8	TG101209
sciPlex3_A549_1μM	121	9	TG101209
sciPlex3_K562_10μM	87	10	TG101209
sciPlex3_A549_10μM	79	11	TG101209
sciPlex3_MCF7_10μM	61	12	TG101209
K562_GW	211	1	ELF2
210322_TFAtlas	86	2	ELF2
k562_tfs_highmoi	5519	1	ELK1
k562_tfs_7	2590	2	ELK1
k562_tfs_13	1471	3	ELK1
210322_TFAtlas	195	4	ELK1
K562_GW	143	5	ELK1
K562_GW	159	1	BRD4
ECCITE	141	2	BRD4
K562_essential	81	3	BRD4
RPE1_essential	60	4	BRD4
210322_TFAtlas	940	1	HMGA1
K562_GW	228	2	HMGA1
K562_essential	114	3	HMGA1
RPE1_essential	66	4	HMGA1
K562_GW	218	1	ZNF398
210322_TFAtlas	207	2	ZNF398
exp7	558	1	ATM
exp6	341	2	ATM
Mock	170	3	ATM
K562_GW	157	4	ATM
CRISPRa	145	5	ATM
Dox	141	6	ATM
exp10	47	7	ATM
exp9	47	8	ATM
PRJNA551220	693	1	HOXC13
210322_TFAtlas	214	2	HOXC13
stimulated	369	1	NFKB1
K562_GW	321	2	NFKB1
unstimulated	282	3	NFKB1
Jurkat_TCR	223	4	NFKB1
210322_TFAtlas	38	5	NFKB1
201218_RNA	511	1	ETV6
K562_GW	250	2	ETV6
210322_TFAtlas	2239	1	POU5F1
Driver_sub_lib	409	2	POU5F1
Driver_lib	108	3	POU5F1
extend_61	67	4	POU5F1
Pre_inject	53	5	POU5F1
UPR_Perturb_seq	272	1	SPCS2
K562_GW	105	2	SPCS2
K562_essential	84	3	SPCS2
RPE1_essential	53	4	SPCS2
210322_TFAtlas	339	1	ZNF444
K562_GW	198	2	ZNF444
210322_TFAtlas	524	1	HOXA11
extend_61	87	2	HOXA11
201218_RNA	2000	1	MSC
210322_TFAtlas	1000	2	MSC
210322_TFAtlas	379	1	ZNF511
K562_GW	33	2	ZNF511
sciPlex3_MCF7_0.01μM	518	1	Selisistat
sciPlex3_A549_0.01μM	458	2	Selisistat
sciPlex3_A549_10μM	451	3	Selisistat
sciPlex3_A549_1μM	446	4	Selisistat
sciPlex3_MCF7_0.1μM	424	5	Selisistat
sciPlex3_A549_0.1μM	389	6	Selisistat
sciPlex3_MCF7_10μM	288	7	Selisistat
sciPlex3_MCF7_1μM	276	8	Selisistat
sciPlex3_K562_10μM	267	9	Selisistat
sciPlex3_K562_0.01μM	252	10	Selisistat
sciPlex3_K562_0.1μM	249	11	Selisistat
sciPlex3_K562_1μM	221	12	Selisistat
k562_tfs_highmoi	4410	1	EGR1
k562_tfs_7	2169	2	EGR1
k562_tfs_13	1215	3	EGR1
unstimulated	410	4	EGR1
K562_GW	374	5	EGR1
stimulated	359	6	EGR1
Jurkat_TCR	220	7	EGR1
PRJNA551220	205	8	EGR1
210322_TFAtlas	35	9	EGR1
K562_essential	327	1	SUPT5H
THP-1	142	2	SUPT5H
K562_GW	91	3	SUPT5H
210322_TFAtlas	41	4	SUPT5H
PRJNA787633	691	1	VAV1
210322_TFAtlas	62	2	VAV1
201218_RNA	499	1	NR5A1
210322_TFAtlas	111	2	NR5A1
K562_GW	121	1	KLF3
210322_TFAtlas	36	2	KLF3
sciPlex3_MCF7_1μM	501	1	JNJ-7706621
sciPlex3_MCF7_0.01μM	492	2	JNJ-7706621
sciPlex3_MCF7_0.1μM	448	3	JNJ-7706621
sciPlex3_A549_0.01μM	399	4	JNJ-7706621
sciPlex3_A549_0.1μM	380	5	JNJ-7706621
sciPlex3_MCF7_10μM	333	6	JNJ-7706621
sciPlex3_A549_1μM	332	7	JNJ-7706621
sciPlex3_K562_0.01μM	268	8	JNJ-7706621
sciPlex3_K562_0.1μM	268	9	JNJ-7706621
sciPlex3_K562_1μM	216	10	JNJ-7706621
sciPlex3_A549_10μM	183	11	JNJ-7706621
sciPlex3_K562_10μM	81	12	JNJ-7706621
stimulated	551	1	EGR3
unstimulated	445	2	EGR3
210322_TFAtlas	171	3	EGR3
Jurkat_TCR	100	4	EGR3
CRISPRi_perturb_host	342	1	TRAPPC8
K562_GW	270	2	TRAPPC8
K562_essential	152	3	TRAPPC8
RPE1_essential	31	4	TRAPPC8
iPSC	1910	1	PMVK
exp6	1249	2	PMVK
exp9	209	3	PMVK
exp10	206	4	PMVK
K562_GW	203	5	PMVK
day7neuron	46	6	PMVK
210322_TFAtlas	546	1	NFATC1
Jurkat_TCR	253	2	NFATC1
stimulated	241	3	NFATC1
unstimulated	129	4	NFATC1
201218_RNA	41	5	NFATC1
210322_TFAtlas	2961	1	ZNF655
K562_GW	139	2	ZNF655
sciPlex3_MCF7_1μM	477	1	Roxadustat
sciPlex3_A549_1μM	442	2	Roxadustat
sciPlex3_MCF7_0.1μM	439	3	Roxadustat
sciPlex3_MCF7_10μM	398	4	Roxadustat
sciPlex3_A549_0.1μM	395	5	Roxadustat
sciPlex3_A549_10μM	386	6	Roxadustat
sciPlex3_A549_0.01μM	356	7	Roxadustat
sciPlex3_K562_10μM	273	8	Roxadustat
